"","Ind","Trial","Alt","Brand","Type","Price","Chosen"
"500",2409,17,2,"Dove","Milk w Nuts",1.2,0
"501",2409,17,3,"Lindt","Milk w Nuts",0.5,0
"502",2409,18,1,"Godiva","Milk w Nuts",2.8,0
"503",2409,18,2,"Lindt","Milk",2.7,0
"504",2409,18,3,"Godiva","White",2.6,1
"505",2409,19,1,"Hersheys","Milk",3.7,0
"506",2409,19,2,"Dove","Dark w Nuts",4,0
"507",2409,19,3,"Dove","Dark",2.8,1
"508",2409,20,1,"Dove","Dark",0.7,1
"509",2409,20,2,"Godiva","White",0.8,0
"510",2409,20,3,"Hersheys","Dark",1.9,0
"511",2409,21,1,"Ghirardelli","Milk w Nuts",0.8,0
"512",2409,21,2,"Hersheys","Milk",3,1
"513",2409,21,3,"Godiva","Milk w Nuts",2.4,0
"514",2409,22,1,"Godiva","Dark",0.9,1
"515",2409,22,2,"Dove","Milk w Nuts",3.4,0
"516",2409,22,3,"Hersheys","Dark w Nuts",3.4,0
"517",2409,23,1,"Godiva","Dark w Nuts",0.6,0
"518",2409,23,2,"Dove","White",1.8,0
"519",2409,23,3,"Dove","Dark",3.4,1
"520",2409,24,1,"Hersheys","Dark w Nuts",3.6,0
"521",2409,24,2,"Godiva","Milk w Nuts",3.2,0
"522",2409,24,3,"Ghirardelli","Milk w Nuts",1.4,1
"523",2409,25,1,"Lindt","White",1.1,0
"524",2409,25,2,"Ghirardelli","White",0.8,1
"525",2409,25,3,"Lindt","Milk",2,0
"526",2410,1,1,"Dove","White",1.4,0
"527",2410,1,2,"Dove","Milk",1,1
"528",2410,1,3,"Lindt","Milk w Nuts",2,0
"529",2410,2,1,"Godiva","Milk",3.5,1
"530",2410,2,2,"Ghirardelli","Milk",2.2,0
"531",2410,2,3,"Godiva","Dark",2.2,0
"532",2410,3,1,"Ghirardelli","Dark w Nuts",3.9,0
"533",2410,3,2,"Hersheys","Milk",1.2,1
"534",2410,3,3,"Godiva","Dark w Nuts",2.2,0
"535",2410,4,1,"Godiva","Milk",1.3,1
"536",2410,4,2,"Lindt","Dark w Nuts",0.7,0
"537",2410,4,3,"Hersheys","Dark",3.3,0
"538",2410,5,1,"Godiva","Dark",2.8,0
"539",2410,5,2,"Dove","Dark w Nuts",1,0
"540",2410,5,3,"Ghirardelli","Milk",3.5,1
"541",2410,6,1,"Lindt","Milk w Nuts",1.3,0
"542",2410,6,2,"Godiva","White",2.5,1
"543",2410,6,3,"Dove","White",0.8,0
"544",2410,7,1,"Dove","Dark",1.4,1
"545",2410,7,2,"Lindt","Dark",2.1,0
"546",2410,7,3,"Godiva","Dark",3.1,0
"547",2410,8,1,"Dove","White",2.9,1
"548",2410,8,2,"Lindt","Dark",3,0
"549",2410,8,3,"Godiva","Milk w Nuts",2.2,0
"550",2410,9,1,"Godiva","Dark w Nuts",1.2,0
"551",2410,9,2,"Lindt","Dark w Nuts",2.5,0
"552",2410,9,3,"Dove","Milk w Nuts",1.4,1
"553",2410,10,1,"Dove","Dark w Nuts",2.5,0
"554",2410,10,2,"Godiva","Dark w Nuts",0.9,1
"555",2410,10,3,"Lindt","Dark w Nuts",3.2,0
"556",2410,11,1,"Godiva","Milk w Nuts",3.7,0
"557",2410,11,2,"Godiva","Dark",1.4,0
"558",2410,11,3,"Dove","Milk",1.7,1
"559",2410,12,1,"Ghirardelli","White",3.7,0
"560",2410,12,2,"Ghirardelli","Milk",3.3,1
"561",2410,12,3,"Dove","Dark",2.3,0
"562",2410,13,1,"Dove","Dark",1,1
"563",2410,13,2,"Lindt","Dark",3.8,0
"564",2410,13,3,"Ghirardelli","Dark w Nuts",3.5,0
"565",2410,14,1,"Lindt","Milk w Nuts",2.8,0
"566",2410,14,2,"Hersheys","Dark w Nuts",2.8,0
"567",2410,14,3,"Hersheys","Milk",2.6,1
"568",2410,15,1,"Ghirardelli","Milk w Nuts",3,1
"569",2410,15,2,"Dove","Dark",2.7,0
"570",2410,15,3,"Ghirardelli","Dark",3,0
"571",2410,16,1,"Dove","Milk",3,1
"572",2410,16,2,"Dove","White",2.5,0
"573",2410,16,3,"Godiva","Milk",3.9,0
"574",2410,17,1,"Lindt","Dark",0.5,0
"575",2410,17,2,"Ghirardelli","White",0.6,1
"576",2410,17,3,"Godiva","Dark",3.4,0
"577",2410,18,1,"Dove","Milk w Nuts",2.2,1
"578",2410,18,2,"Dove","Dark",3.6,0
"579",2410,18,3,"Hersheys","White",3.8,0
"580",2410,19,1,"Dove","Dark w Nuts",2.2,0
"581",2410,19,2,"Hersheys","Milk w Nuts",4,1
"582",2410,19,3,"Ghirardelli","Dark",2.9,0
"583",2410,20,1,"Godiva","Milk",3.2,1
"584",2410,20,2,"Lindt","Dark",0.6,0
"585",2410,20,3,"Hersheys","Dark w Nuts",2,0
"586",2410,21,1,"Ghirardelli","White",3.4,0
"587",2410,21,2,"Lindt","Dark",2.5,0
"588",2410,21,3,"Godiva","White",2.5,1
"589",2410,22,1,"Godiva","Dark w Nuts",3,0
"590",2410,22,2,"Lindt","Dark",1.1,1
"591",2410,22,3,"Dove","Milk",3.8,0
"592",2410,23,1,"Hersheys","Milk",0.7,1
"593",2410,23,2,"Hersheys","White",2.2,0
"594",2410,23,3,"Dove","Milk w Nuts",2.7,0
"595",2410,24,1,"Dove","Dark w Nuts",1.4,0
"596",2410,24,2,"Ghirardelli","Milk",3.3,0
"597",2410,24,3,"Godiva","Milk",2.2,1
"598",2410,25,1,"Hersheys","Milk w Nuts",2.3,0
"599",2410,25,2,"Godiva","Milk w Nuts",1.7,1
"600",2410,25,3,"Ghirardelli","Milk w Nuts",2.7,0
"601",2411,1,1,"Hersheys","Milk",2.2,0
"602",2411,1,2,"Godiva","Dark w Nuts",2.1,1
"603",2411,1,3,"Dove","Milk",3.5,0
"604",2411,2,1,"Ghirardelli","Milk w Nuts",1.3,1
"605",2411,2,2,"Hersheys","White",1.7,0
"606",2411,2,3,"Hersheys","Milk",3.5,0
"607",2411,3,1,"Ghirardelli","Milk w Nuts",1.6,1
"608",2411,3,2,"Dove","Milk w Nuts",2,0
"609",2411,3,3,"Lindt","Dark w Nuts",1.8,0
"610",2411,4,1,"Lindt","Milk w Nuts",3.2,0
"611",2411,4,2,"Dove","Dark w Nuts",2.5,0
"612",2411,4,3,"Lindt","Milk",0.8,1
"613",2411,5,1,"Godiva","Dark w Nuts",1.3,1
"614",2411,5,2,"Godiva","Milk",1.1,0
"615",2411,5,3,"Hersheys","Milk w Nuts",2.7,0
"616",2411,6,1,"Lindt","Dark",0.7,0
"617",2411,6,2,"Hersheys","White",0.6,0
"618",2411,6,3,"Lindt","Milk w Nuts",3.3,1
"619",2411,7,1,"Lindt","Dark",0.9,0
"620",2411,7,2,"Lindt","White",2.9,0
"621",2411,7,3,"Ghirardelli","Milk",0.8,1
"622",2411,8,1,"Lindt","Milk w Nuts",2,0
"623",2411,8,2,"Ghirardelli","Dark w Nuts",1.3,1
"624",2411,8,3,"Lindt","Dark w Nuts",1.2,0
"625",2411,9,1,"Lindt","Dark w Nuts",3.4,1
"626",2411,9,2,"Dove","Dark",1.8,0
"627",2411,9,3,"Dove","Dark w Nuts",3.1,0
"628",2411,10,1,"Lindt","Dark",1.1,0
"629",2411,10,2,"Hersheys","White",1.6,0
"630",2411,10,3,"Hersheys","Milk w Nuts",3.8,1
"631",2411,11,1,"Hersheys","Dark w Nuts",2.1,1
"632",2411,11,2,"Dove","Dark",2.9,0
"633",2411,11,3,"Godiva","White",1.4,0
"634",2411,12,1,"Hersheys","White",1,0
"635",2411,12,2,"Hersheys","Milk w Nuts",0.6,1
"636",2411,12,3,"Dove","Milk w Nuts",2.8,0
"637",2411,13,1,"Ghirardelli","White",0.9,0
"638",2411,13,2,"Dove","Dark",2.5,1
"639",2411,13,3,"Hersheys","White",1.9,0
"640",2411,14,1,"Hersheys","Milk",1.8,1
"641",2411,14,2,"Godiva","Dark",3.4,0
"642",2411,14,3,"Godiva","Dark w Nuts",3.2,0
"643",2411,15,1,"Godiva","Milk",0.7,1
"644",2411,15,2,"Hersheys","White",0.6,0
"645",2411,15,3,"Hersheys","Dark w Nuts",2.9,0
"646",2411,16,1,"Hersheys","Milk w Nuts",2.3,0
"647",2411,16,2,"Ghirardelli","Milk w Nuts",0.6,1
"648",2411,16,3,"Hersheys","White",0.8,0
"649",2411,17,1,"Dove","Dark",4,0
"650",2411,17,2,"Ghirardelli","Milk",2.7,1
"651",2411,17,3,"Dove","White",1.3,0
"652",2411,18,1,"Dove","Milk w Nuts",2.1,0
"653",2411,18,2,"Ghirardelli","White",1.1,0
"654",2411,18,3,"Ghirardelli","Milk",2.5,1
"655",2411,19,1,"Hersheys","Dark w Nuts",1.2,1
"656",2411,19,2,"Dove","Milk",2.9,0
"657",2411,19,3,"Ghirardelli","White",1.5,0
"658",2411,20,1,"Godiva","Milk w Nuts",1.8,1
"659",2411,20,2,"Hersheys","Dark",3.2,0
"660",2411,20,3,"Lindt","Dark",0.9,0
"661",2411,21,1,"Ghirardelli","White",1.5,0
"662",2411,21,2,"Godiva","Milk w Nuts",2.1,1
"663",2411,21,3,"Lindt","Dark",0.6,0
"664",2411,22,1,"Godiva","Dark w Nuts",2.8,1
"665",2411,22,2,"Godiva","Milk w Nuts",3.7,0
"666",2411,22,3,"Ghirardelli","White",2.2,0
"667",2411,23,1,"Godiva","Milk w Nuts",3.2,1
"668",2411,23,2,"Hersheys","Dark w Nuts",4,0
"669",2411,23,3,"Ghirardelli","White",2.4,0
"670",2411,24,1,"Godiva","White",0.9,0
"671",2411,24,2,"Godiva","Dark w Nuts",3.8,0
"672",2411,24,3,"Ghirardelli","Milk w Nuts",1.8,1
"673",2411,25,1,"Godiva","Milk w Nuts",2.3,0
"674",2411,25,2,"Lindt","Milk w Nuts",1.3,1
"675",2411,25,3,"Dove","Milk",2.5,0
"676",2412,1,1,"Hersheys","White",1.8,0
"677",2412,1,2,"Hersheys","Milk w Nuts",2.6,0
"678",2412,1,3,"Lindt","Milk w Nuts",0.5,1
"679",2412,2,1,"Hersheys","Milk w Nuts",1.9,0
"680",2412,2,2,"Godiva","Milk w Nuts",3.4,0
"681",2412,2,3,"Lindt","Dark",2.6,1
"682",2412,3,1,"Ghirardelli","White",2.7,0
"683",2412,3,2,"Lindt","Milk",1,0
"684",2412,3,3,"Godiva","Dark w Nuts",1.7,1
"685",2412,4,1,"Hersheys","Milk",0.9,0
"686",2412,4,2,"Hersheys","Dark",0.9,1
"687",2412,4,3,"Dove","White",0.8,0
"688",2412,5,1,"Lindt","Dark",3.3,0
"689",2412,5,2,"Ghirardelli","Dark w Nuts",3.5,1
"690",2412,5,3,"Godiva","Dark w Nuts",1.3,0
"691",2412,6,1,"Dove","Dark w Nuts",3.5,1
"692",2412,6,2,"Hersheys","Dark",3.2,0
"693",2412,6,3,"Dove","White",3.9,0
"694",2412,7,1,"Ghirardelli","Milk",0.6,1
"695",2412,7,2,"Godiva","Milk",0.5,0
"696",2412,7,3,"Lindt","White",3.8,0
"697",2412,8,1,"Lindt","Dark",1.4,1
"698",2412,8,2,"Hersheys","Milk",1.2,0
"699",2412,8,3,"Dove","Milk",3.1,0
"700",2412,9,1,"Ghirardelli","Milk",1.3,0
"701",2412,9,2,"Dove","Milk",1.5,0
"702",2412,9,3,"Dove","Dark",2.7,1
"703",2412,10,1,"Ghirardelli","White",3.8,0
"704",2412,10,2,"Ghirardelli","Dark w Nuts",3.4,1
"705",2412,10,3,"Hersheys","Dark",1.7,0
"706",2412,11,1,"Hersheys","Dark",0.6,0
"707",2412,11,2,"Lindt","Dark w Nuts",2.7,1
"708",2412,11,3,"Lindt","Milk w Nuts",0.9,0
"709",2412,12,1,"Ghirardelli","Dark w Nuts",3,1
"710",2412,12,2,"Godiva","White",1.1,0
"711",2412,12,3,"Hersheys","Dark",0.7,0
"712",2412,13,1,"Lindt","Dark",1.5,0
"713",2412,13,2,"Hersheys","Dark",0.5,1
"714",2412,13,3,"Ghirardelli","Milk w Nuts",3.1,0
"715",2412,14,1,"Hersheys","Dark w Nuts",1,0
"716",2412,14,2,"Dove","Milk w Nuts",0.8,0
"717",2412,14,3,"Lindt","Milk w Nuts",1,1
"718",2412,15,1,"Lindt","White",2.2,0
"719",2412,15,2,"Ghirardelli","White",0.6,1
"720",2412,15,3,"Hersheys","White",3.7,0
"721",2412,16,1,"Hersheys","Dark",1.4,1
"722",2412,16,2,"Hersheys","Milk w Nuts",2.4,0
"723",2412,16,3,"Godiva","White",3.4,0
"724",2412,17,1,"Ghirardelli","Dark w Nuts",2.3,1
"725",2412,17,2,"Ghirardelli","Milk",1.6,0
"726",2412,17,3,"Godiva","Dark w Nuts",2.6,0
"727",2412,18,1,"Dove","Dark w Nuts",1.3,1
"728",2412,18,2,"Hersheys","White",1.5,0
"729",2412,18,3,"Dove","Dark",3,0
"730",2412,19,1,"Hersheys","Milk",1,0
"731",2412,19,2,"Hersheys","Dark",2.5,0
"732",2412,19,3,"Dove","Dark",0.5,1
"733",2412,20,1,"Ghirardelli","Milk",1,0
"734",2412,20,2,"Ghirardelli","Milk w Nuts",1,1
"735",2412,20,3,"Hersheys","Milk w Nuts",3.5,0
"736",2412,21,1,"Dove","White",2.4,0
"737",2412,21,2,"Hersheys","White",2.4,0
"738",2412,21,3,"Lindt","Dark w Nuts",1.2,1
"739",2412,22,1,"Dove","Dark w Nuts",0.7,1
"740",2412,22,2,"Lindt","Milk w Nuts",3.2,0
"741",2412,22,3,"Godiva","Milk w Nuts",2.9,0
"742",2412,23,1,"Ghirardelli","Dark",3.5,1
"743",2412,23,2,"Dove","Dark",2.8,0
"744",2412,23,3,"Godiva","White",2.3,0
"745",2412,24,1,"Ghirardelli","White",1.4,0
"746",2412,24,2,"Lindt","Milk w Nuts",1.7,1
"747",2412,24,3,"Lindt","Milk",3.9,0
"748",2412,25,1,"Dove","Dark",3.6,0
"749",2412,25,2,"Ghirardelli","Dark",3,1
"750",2412,25,3,"Hersheys","Milk w Nuts",3.1,0
"751",2413,1,1,"Lindt","Dark w Nuts",3.9,1
"752",2413,1,2,"Ghirardelli","Dark w Nuts",2.6,0
"753",2413,1,3,"Godiva","Dark w Nuts",2.7,0
"754",2413,2,1,"Lindt","Milk w Nuts",0.9,1
"755",2413,2,2,"Hersheys","Dark w Nuts",3.3,0
"756",2413,2,3,"Hersheys","Milk w Nuts",4,0
"757",2413,3,1,"Hersheys","Milk",3.6,0
"758",2413,3,2,"Dove","Milk",1.6,0
"759",2413,3,3,"Ghirardelli","Milk w Nuts",1.7,1
"760",2413,4,1,"Godiva","Milk w Nuts",1.4,1
"761",2413,4,2,"Ghirardelli","White",2.4,0
"762",2413,4,3,"Godiva","White",3.8,0
"763",2413,5,1,"Dove","Milk w Nuts",3,1
"764",2413,5,2,"Godiva","Dark w Nuts",2.9,0
"765",2413,5,3,"Dove","Dark",1.6,0
"766",2413,6,1,"Lindt","White",2.5,1
"767",2413,6,2,"Ghirardelli","White",2.6,0
"768",2413,6,3,"Lindt","Dark w Nuts",3.9,0
"769",2413,7,1,"Ghirardelli","Dark w Nuts",0.7,1
"770",2413,7,2,"Godiva","White",2.9,0
"771",2413,7,3,"Dove","Milk",0.7,0
"772",2413,8,1,"Hersheys","Milk w Nuts",0.6,1
"773",2413,8,2,"Ghirardelli","Dark w Nuts",3.3,0
"774",2413,8,3,"Godiva","White",1.1,0
"775",2413,9,1,"Hersheys","Milk w Nuts",2.7,0
"776",2413,9,2,"Ghirardelli","Dark w Nuts",2.3,1
"777",2413,9,3,"Godiva","Dark",2.6,0
"778",2413,10,1,"Lindt","Dark",2.5,0
"779",2413,10,2,"Godiva","Dark",1.5,0
"780",2413,10,3,"Ghirardelli","Dark w Nuts",1.4,1
"781",2413,11,1,"Ghirardelli","White",1.5,0
"782",2413,11,2,"Dove","Dark w Nuts",2,1
"783",2413,11,3,"Ghirardelli","Dark",2.5,0
"784",2413,12,1,"Ghirardelli","Milk",1.7,0
"785",2413,12,2,"Lindt","Dark",2.5,0
"786",2413,12,3,"Dove","Milk",0.6,1
"787",2413,13,1,"Dove","Milk",3.3,0
"788",2413,13,2,"Hersheys","Dark",2.8,0
"789",2413,13,3,"Ghirardelli","Milk",1.8,1
"790",2413,14,1,"Lindt","Dark",3.5,0
"791",2413,14,2,"Ghirardelli","White",1.3,1
"792",2413,14,3,"Hersheys","Milk w Nuts",0.9,0
"793",2413,15,1,"Hersheys","Dark",2.6,0
"794",2413,15,2,"Godiva","Dark",3.9,0
"795",2413,15,3,"Hersheys","White",2.9,1
"796",2413,16,1,"Ghirardelli","Milk w Nuts",1.1,0
"797",2413,16,2,"Ghirardelli","Dark",1.9,0
"798",2413,16,3,"Godiva","Milk w Nuts",2.1,1
"799",2413,17,1,"Ghirardelli","White",2.9,0
"800",2413,17,2,"Godiva","Milk",2.4,1
"801",2413,17,3,"Hersheys","Milk w Nuts",3.9,0
"802",2413,18,1,"Godiva","White",3.4,0
"803",2413,18,2,"Ghirardelli","Dark",3.9,0
"804",2413,18,3,"Hersheys","White",1.9,1
"805",2413,19,1,"Hersheys","Milk w Nuts",2.9,1
"806",2413,19,2,"Dove","Dark",3.4,0
"807",2413,19,3,"Hersheys","Milk",1.3,0
"808",2413,20,1,"Lindt","Dark w Nuts",3.5,0
"809",2413,20,2,"Dove","Milk",3.4,1
"810",2413,20,3,"Lindt","Dark",0.7,0
"811",2413,21,1,"Hersheys","Milk",3,0
"812",2413,21,2,"Hersheys","Dark",1.8,0
"813",2413,21,3,"Ghirardelli","Milk",3.5,1
"814",2413,22,1,"Godiva","Dark w Nuts",1.6,1
"815",2413,22,2,"Dove","Dark w Nuts",1.8,0
"816",2413,22,3,"Lindt","Dark w Nuts",3.6,0
"817",2413,23,1,"Godiva","White",1.5,0
"818",2413,23,2,"Hersheys","White",1.3,0
"819",2413,23,3,"Godiva","Milk w Nuts",0.6,1
"820",2413,24,1,"Ghirardelli","Dark",2.5,0
"821",2413,24,2,"Ghirardelli","Dark w Nuts",0.8,1
"822",2413,24,3,"Lindt","White",2.1,0
"823",2413,25,1,"Lindt","White",3.6,0
"824",2413,25,2,"Hersheys","White",2.5,1
"825",2413,25,3,"Ghirardelli","Dark w Nuts",2,0
"826",2414,1,1,"Lindt","Dark",3.7,1
"827",2414,1,2,"Lindt","White",3.4,0
"828",2414,1,3,"Hersheys","Milk",2.8,0
"829",2414,2,1,"Ghirardelli","Milk",4,0
"830",2414,2,2,"Lindt","Dark w Nuts",1.3,0
"831",2414,2,3,"Godiva","Dark w Nuts",3.8,1
"832",2414,3,1,"Hersheys","Milk w Nuts",3,0
"833",2414,3,2,"Dove","White",1.3,1
"834",2414,3,3,"Hersheys","Dark w Nuts",3.6,0
"835",2414,4,1,"Ghirardelli","Dark w Nuts",1.4,1
"836",2414,4,2,"Hersheys","Dark w Nuts",1.4,0
"837",2414,4,3,"Lindt","White",2.5,0
"838",2414,5,1,"Ghirardelli","Dark w Nuts",0.7,0
"839",2414,5,2,"Dove","White",1.6,0
"840",2414,5,3,"Dove","Dark",1.6,1
"841",2414,6,1,"Ghirardelli","Dark",3.7,1
"842",2414,6,2,"Godiva","White",3.6,0
"843",2414,6,3,"Ghirardelli","Dark",2.1,0
"844",2414,7,1,"Dove","White",3.5,0
"845",2414,7,2,"Godiva","Dark",3.6,1
"846",2414,7,3,"Dove","White",2.9,0
"847",2414,8,1,"Dove","Milk w Nuts",1.4,1
"848",2414,8,2,"Ghirardelli","Milk",1.2,0
"849",2414,8,3,"Lindt","Milk",1.7,0
"850",2414,9,1,"Godiva","Milk",3.8,0
"851",2414,9,2,"Dove","Milk",2,0
"852",2414,9,3,"Lindt","White",1.3,1
"853",2414,10,1,"Lindt","Dark",2.2,1
"854",2414,10,2,"Lindt","Milk w Nuts",2.8,0
"855",2414,10,3,"Hersheys","Dark w Nuts",0.8,0
"856",2414,11,1,"Hersheys","White",1.7,0
"857",2414,11,2,"Lindt","Milk w Nuts",1.9,1
"858",2414,11,3,"Godiva","White",3.4,0
"859",2414,12,1,"Dove","Dark",1.7,1
"860",2414,12,2,"Hersheys","Dark",3.1,0
"861",2414,12,3,"Lindt","Milk w Nuts",3.1,0
"862",2414,13,1,"Lindt","Dark w Nuts",1.9,1
"863",2414,13,2,"Dove","White",0.6,0
"864",2414,13,3,"Lindt","Milk w Nuts",0.5,0
"865",2414,14,1,"Ghirardelli","White",2.9,0
"866",2414,14,2,"Ghirardelli","Milk w Nuts",3.4,0
"867",2414,14,3,"Ghirardelli","Dark w Nuts",3.4,1
"868",2414,15,1,"Lindt","Dark w Nuts",3,1
"869",2414,15,2,"Hersheys","Milk w Nuts",0.9,0
"870",2414,15,3,"Lindt","Milk",2,0
"871",2414,16,1,"Lindt","White",3.6,0
"872",2414,16,2,"Ghirardelli","Dark w Nuts",3.1,1
"873",2414,16,3,"Ghirardelli","Milk",3.6,0
"874",2414,17,1,"Lindt","Dark w Nuts",1.9,1
"875",2414,17,2,"Lindt","Milk w Nuts",3.9,0
"876",2414,17,3,"Lindt","White",2.8,0
"877",2414,18,1,"Godiva","Dark",1.3,1
"878",2414,18,2,"Ghirardelli","Milk",3.5,0
"879",2414,18,3,"Lindt","Dark",0.7,0
"880",2414,19,1,"Godiva","Dark w Nuts",1.8,1
"881",2414,19,2,"Dove","Dark",2.2,0
"882",2414,19,3,"Godiva","Milk w Nuts",0.7,0
"883",2414,20,1,"Dove","Milk",0.6,0
"884",2414,20,2,"Lindt","Dark",3.3,1
"885",2414,20,3,"Hersheys","Dark w Nuts",1.7,0
"886",2414,21,1,"Lindt","White",2.1,0
"887",2414,21,2,"Hersheys","Dark",2.6,0
"888",2414,21,3,"Godiva","Dark w Nuts",2.8,1
"889",2414,22,1,"Lindt","Milk",2.6,0
"890",2414,22,2,"Lindt","Dark",2,1
"891",2414,22,3,"Ghirardelli","Dark w Nuts",2.4,0
"892",2414,23,1,"Ghirardelli","Dark",2.4,0
"893",2414,23,2,"Godiva","Milk w Nuts",3.5,1
"894",2414,23,3,"Lindt","White",3.9,0
"895",2414,24,1,"Ghirardelli","Milk w Nuts",0.6,0
"896",2414,24,2,"Godiva","Dark",3.3,1
"897",2414,24,3,"Dove","White",2.6,0
"898",2414,25,1,"Lindt","Dark",3.3,0
"899",2414,25,2,"Hersheys","Dark",2.1,0
"900",2414,25,3,"Lindt","Dark w Nuts",3,1
"901",2415,1,1,"Ghirardelli","Dark",3,1
"902",2415,1,2,"Lindt","White",2.5,0
"903",2415,1,3,"Hersheys","Dark w Nuts",2.4,0
"904",2415,2,1,"Ghirardelli","Milk",2,1
"905",2415,2,2,"Lindt","White",2.9,0
"906",2415,2,3,"Godiva","White",1.9,0
"907",2415,3,1,"Lindt","Milk",2.3,0
"908",2415,3,2,"Hersheys","Dark",0.6,1
"909",2415,3,3,"Godiva","White",0.9,0
"910",2415,4,1,"Hersheys","White",1.3,0
"911",2415,4,2,"Dove","Dark",1.3,1
"912",2415,4,3,"Lindt","Dark w Nuts",3,0
"913",2415,5,1,"Dove","Milk",3.7,1
"914",2415,5,2,"Hersheys","Milk w Nuts",3.6,0
"915",2415,5,3,"Lindt","White",3.6,0
"916",2415,6,1,"Lindt","White",4,0
"917",2415,6,2,"Dove","White",2.5,0
"918",2415,6,3,"Lindt","Milk w Nuts",0.8,1
"919",2415,7,1,"Godiva","Milk",2.5,0
"920",2415,7,2,"Dove","Dark w Nuts",2.4,1
"921",2415,7,3,"Dove","White",2.3,0
"922",2415,8,1,"Hersheys","Dark w Nuts",2.4,0
"923",2415,8,2,"Hersheys","White",1.8,0
"924",2415,8,3,"Godiva","Milk",3.7,1
"925",2415,9,1,"Dove","Milk",3.9,1
"926",2415,9,2,"Dove","Dark",1.9,0
"927",2415,9,3,"Ghirardelli","Milk w Nuts",1.8,0
"928",2415,10,1,"Lindt","Milk",3.7,1
"929",2415,10,2,"Dove","Milk",1.1,0
"930",2415,10,3,"Hersheys","Milk",1,0
"931",2415,11,1,"Godiva","Dark",3.3,1
"932",2415,11,2,"Hersheys","Dark",3.3,0
"933",2415,11,3,"Ghirardelli","Dark w Nuts",0.6,0
"934",2415,12,1,"Godiva","Milk",1.6,0
"935",2415,12,2,"Ghirardelli","Dark w Nuts",1.1,0
"936",2415,12,3,"Lindt","Milk",1.3,1
"937",2415,13,1,"Lindt","Dark",2,1
"938",2415,13,2,"Ghirardelli","White",3.5,0
"939",2415,13,3,"Lindt","Milk w Nuts",3.7,0
"940",2415,14,1,"Lindt","Milk w Nuts",1.9,1
"941",2415,14,2,"Godiva","Dark",3,0
"942",2415,14,3,"Hersheys","Dark",0.6,0
"943",2415,15,1,"Dove","Milk w Nuts",3,0
"944",2415,15,2,"Ghirardelli","Dark w Nuts",1.2,1
"945",2415,15,3,"Godiva","White",1.1,0
"946",2415,16,1,"Lindt","Milk w Nuts",3.3,1
"947",2415,16,2,"Ghirardelli","Dark w Nuts",1.6,0
"948",2415,16,3,"Dove","Dark w Nuts",1.4,0
"949",2415,17,1,"Lindt","Dark w Nuts",3.3,0
"950",2415,17,2,"Lindt","Milk",2.8,1
"951",2415,17,3,"Godiva","Milk",0.9,0
"952",2415,18,1,"Lindt","Dark",0.8,1
"953",2415,18,2,"Hersheys","Milk",3.5,0
"954",2415,18,3,"Hersheys","Dark w Nuts",2,0
"955",2415,19,1,"Godiva","Dark",3.3,1
"956",2415,19,2,"Dove","Milk w Nuts",3.1,0
"957",2415,19,3,"Ghirardelli","Dark w Nuts",2.9,0
"958",2415,20,1,"Lindt","Dark w Nuts",1.2,0
"959",2415,20,2,"Lindt","White",1.5,0
"960",2415,20,3,"Dove","Dark",0.9,1
"961",2415,21,1,"Hersheys","White",2.2,0
"962",2415,21,2,"Lindt","Dark w Nuts",3.3,1
"963",2415,21,3,"Hersheys","Milk",1.9,0
"964",2415,22,1,"Dove","Milk",3.4,0
"965",2415,22,2,"Ghirardelli","Dark",3.3,1
"966",2415,22,3,"Hersheys","Dark",3.8,0
"967",2415,23,1,"Ghirardelli","Milk w Nuts",1.5,0
"968",2415,23,2,"Hersheys","Dark",2.8,1
"969",2415,23,3,"Hersheys","Milk w Nuts",2.5,0
"970",2415,24,1,"Godiva","White",0.5,0
"971",2415,24,2,"Ghirardelli","Dark w Nuts",1.1,0
"972",2415,24,3,"Ghirardelli","Dark",1.4,1
"973",2415,25,1,"Godiva","Milk",0.9,0
"974",2415,25,2,"Lindt","Dark",2.2,1
"975",2415,25,3,"Ghirardelli","Dark w Nuts",1,0
"976",2417,1,1,"Dove","Milk",0.6,1
"977",2417,1,2,"Godiva","Dark",0.7,0
"978",2417,1,3,"Dove","White",3.6,0
"979",2417,2,1,"Godiva","Milk w Nuts",2.7,1
"980",2417,2,2,"Godiva","Dark",3.9,0
"981",2417,2,3,"Hersheys","Milk w Nuts",0.7,0
"982",2417,3,1,"Hersheys","Dark w Nuts",1.7,1
"983",2417,3,2,"Godiva","Dark",3.7,0
"984",2417,3,3,"Hersheys","Dark",3,0
"985",2417,4,1,"Lindt","Milk",1,0
"986",2417,4,2,"Lindt","Milk w Nuts",3.6,0
"987",2417,4,3,"Ghirardelli","Dark w Nuts",0.5,1
"988",2417,5,1,"Hersheys","Milk w Nuts",0.8,0
"989",2417,5,2,"Godiva","Dark",1.5,1
"990",2417,5,3,"Hersheys","White",3.3,0
"991",2417,6,1,"Lindt","Milk",3.1,0
"992",2417,6,2,"Dove","White",2.5,0
"993",2417,6,3,"Godiva","Dark",2.6,1
"994",2417,7,1,"Godiva","White",3.1,0
"995",2417,7,2,"Dove","Dark w Nuts",4,0
"996",2417,7,3,"Godiva","Milk",2.1,1
"997",2417,8,1,"Hersheys","Dark w Nuts",0.8,0
"998",2417,8,2,"Godiva","White",3.2,0
